Kategori,Pesan,Kategori_NusaGuard
ham,"Bentar lg ke gik, buru2 ga? Kalo buru2 nitip yg ngontrak ipc aj",Aman
ham,Paket tadi sore mendadak habis.,Aman
ham,"yaudah, minta data dummy untuk diagnosa_pasien dong",Aman
ham,Iya put alat masak makan mah aku usahain ada,Aman
ham,"Wkwk tumben kar biasanya masing2 punya sendiri kar, sampe yg sewarna ada 3",Aman
ham,emang berbayar nama1 .,Aman
ham,Padahal mau kesana tapi kyknya nama1 belum balik,Aman
ham,"Isi saldo nya bisa di grapari, indomaret, ato di tf dari bca",Aman
ham,oke. bentar aku solat dulu,Aman
ham,"Ada yg nikah muda, ada yg gagal nikah, ada yg pacaran lama eh putus tapi alesannya karna terlalu sayang jd gak mau nyakitin (pret), ada yg jagain jodoh org, ada yg ah banyak lah wkwk",Aman
ham,Iya liat mock up nya maksudnya,Aman
ham,Kok antara optimis dan ngga yah 😟,Aman
ham,"Alhamdullilah sudah beres semua :) Bagi yang mau keluar dari group dipersilahkan, tapi silahkan juga kalau ada yg mau memanfaatkan group ini untuk diskusi dengan topik terkait untuk skripsi/gemastik/kerjaan.",Aman
ham,"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",Aman
ham,Aku depan pasca skrng,Aman
ham,Guys aku gabawa beras yaaa. Abis dr pasar beli itu berat bgt. Yg bisa bawa beras lebih mohon dilebihkan hehe,Aman
ham,Besok siang ya jam 2,Aman
ham,"Wooh ada yg mau nikah lagi, udah lulus langsung diiket",Aman
ham,Besok yuk dua jam bih dari jam 4-6,Aman
ham,Abis maghrib yaa,Aman
ham,"Assalamu'alaikum, nama1 mau minta bantuan.",Aman
ham,Yang sinonim bukan?,Aman
ham,"Eh gatau, td Bagus yang nanyain",Aman
ham,Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran,Aman
ham,"Yg butuh kosan perbulan bisa langsung ditempatin. Lokasi di gang samping gokana setiabudi, khusus cewe jam bebas, bersih, fasilitas kasur sama lemari kunci pegang masing2. Harga 725/bulan. Bisa hub #### id line: titaniadbl",Aman
ham,Eh aku instances deh. Diload ga bs,Aman
ham,Semoga Allah bersama kita Semua.,Aman
ham,Ouhhh trs ngedeteksi apa dil? Output nya apa?,Aman
ham,Boleh nitip coklat ke alhuda?,Aman
ham,"sok saya bebas gmna kalian, bsok hayu , jumat oke",Aman
ham,Tunggu aja dulu di lobi bawah kalo saya belum datang ya...,Aman
ham,itu yang tugas pentaho langsung presentasi di pentaho nya ?,Aman
ham,"Plg yth, paket 10 MB 1 hari Anda telah berakhir. Selanjutnya akan dikenakan tarif non paket.Aktifkan kembali paket Flash Anda di *363#",Aman
ham,"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",Aman
ham,Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4,Aman
ham,"gak. saya sih percaya aja, dosa tanggung sendiri hehe. Nilai mobprog sudah selesai, silahkan dicek.",Aman
ham,Terimakasih telah melakukan pengisian ulang dgn SN 41000795569091 senilai 20000.,Aman
ham,Ya ampuun pak jendral wk,Aman
ham,Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,Aman
ham,Maaf kaprodi kita itu siapa yah hehe,Aman
ham,"iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.",Aman
ham,Okeee kalau telor butuhnya segimana?,Aman
ham,"oh, kelurahan dll dari data_pasien ternyata. butuh oge.",Aman
ham,Mohon maaf lahir dan batin ipa3😚😚,Aman
ham,"Oke nama1, nanti udah beres bimbingan aku kesana",Aman
ham,"Cobaan itu teh dy, kadang cewe mah overthink dan overreact",Aman
ham,"[INFO PLA]Assalam..Bagi yg ambil mk pla wajib kumpul pada hari/tgl kamis,25 agustus 2016 pukul 10.00 WIBB..Agenda: pembekalan dan penjelasan PLA.Tempat : Gdg JICA lt.3 R.S301.Demikian informasiny..harap diperhatikan d disebarkan",Aman
ham,ouhhh gitu yaudah ntar besok aku chat lagi kalo aku mo ngampus,Aman
ham,Taqoballahu Minna waminkum. #SelamatMenyambutKemenangan,Aman
ham,Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan ❤,Aman
ham,"Jadinya mau apa sok, sebagian dari uang kas? Kira2 berapa?",Aman
ham,Beli es kelapa depan d besto teh,Aman
ham,"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",Aman
ham,Gaada buat yg bukan temen mah,Aman
ham,Usul: Anak sospol dan yg berminat turun deh. Pelajari ttg ini,Aman
ham,Tp klo jd mmber mh bsa lbh murah dil,Aman
ham,"Selamat pagi pak, untuk data table yg dibutuhkan sudah saya email. Apakah email saya msk Pak?",Aman
ham,"Pusatnya disitu dy di bandung pasir koja, cmn bangunan lg dibangun, jd td aku di interview di toko nya, toko bangunan",Aman
ham,"Patah hatinya level tinggi, jd bisa quotes begitu put",Aman
ham,Kalau gamepro uasnya materi atau praktek Pak?,Aman
ham,Senin mah pelepasan doang kan? Aku brngktnya selasa apa egi senin berangktnya?,Aman
ham,Jam brp brpnya bsk kabarin kalau ngumpul sore ini bisa yaaaa,Aman
ham,Geng hari ini mau jam brpa ? Respon yah...,Aman
ham,Bali mah kudu berapa atuh duitnya,Aman
ham,"Selain dicetak, rundown jg dkrm ke email di nama1 nuhun. Dtgu d prodi sampai 4.30. Dipercepat 30 menit.",Aman
ham,"Btw magicomnya yg sedang Gais, gaada yg gede",Aman
ham,Oke kalau untuk dp harus berapa%?,Aman
ham,"Ibunya lagi bobok, aku mau nanya ttg daging, kalo ada daging mau di presto dulu juga",Aman
ham,Harganya kisaran 50rb nama1 😂,Aman
ham,"Sama ini, misal ini web di pake dan dapet komisi tuh, nah kita kecipratan ga? Nanya aja, hehe. Da gapapa meren nanya gitu. Engga kecipratan juga hapapa, tapi seengganya di web nya ada.",Aman
ham,"Tadi udah bertemu beliau pa. Kata beliau, pengujiannya bisanga besok pa.",Aman
ham,kalo aku ngasihinnya habis ashar aja gpp ?,Aman
ham,hmmm tiket ke batam berapa duit gile~,Aman
ham,"Maaf, pesan Anda belum terkirim. Silakan coba beberapa saat lagi. Terimakasih",Aman
ham,"route nya matiin aja, jadi nanti kalau mau akses ke project masing-masing ditembak aja.",Aman
ham,"nama1 jg text dy, text essay jawaban gt Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",Aman
ham,Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,Aman
ham,Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,Aman
ham,"habis ini, pake groupwhere. biar ga berceceran filenya.",Aman
ham,nama1 ntr aku ke kosan kamu yaaaaa,Aman
ham,biasana sih pak nama1 sampe jam 12 kan di kampus?,Aman
ham,"bagi yang sudah diuji segera diserahkan dgn dijilid, bagi yg sdg nunggu diuji sabar tuk sesuaikan waktupenguji..",Aman
ham,Mah melan lagi di kosan dila. Habis kerja kelompok tapi kepegat hujan :(,Aman
ham,Ntar aku kirim link nya,Aman
ham,"nama1 udh nama1 transfer, maacih nur 😊",Aman
ham,Kumpul dulu aja di lab basdat biar bareng2,Aman
ham,"Oke, Senin deh ya ke kantor. Aku sms bapa. Laporan nyusul aja gt mengingat di laporan jg ada lampiran dan revisi penguji*",Aman
ham,Hari kamis saya baru masuk,Aman
ham,"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",Aman
ham,Makanya sebelum tibatiba layarnya hitam gt diapain? Jatoh?,Aman
ham,Minta email github nya dong.,Aman
ham,Kalo mau masak bawa bahannya dr rumah masing2 biar irit wkwk,Aman
ham,"Hbd nama1 , cepet sidang cepet wisuda yaaa aamiiiin",Aman
ham,"ok,, kabarin yah, no m3 aku ke blokir, ga ada paket data, smsin aja ke asmul ya, ini kbtulan lagi free wife",Aman
ham,Ka aku ga bisa liat kosannya skrg :( soalnya ngerjain uts take home ka,Aman
ham,"Selamat utk teman2 yg wisuda, semoga berkah ilmunya dan dilancarkan urusan kedepannya.. sukses terus buat kt semua :)",Aman
ham,Gampang da cuma tampilan doang.,Aman
ham,Traveloka.com: Your e-ticket summary 25-07-2016/15:30/XPRESS XN-738/PDG-BDO/DZZZZ Total: 1 passenger(s),Aman
ham,Berarti saya ke palasari nya skrg .. abis itu langsung ke gik,Aman
ham,Kalo daftar doang tapi belum tentu jadi prasidang boleh ga?,Aman
ham,Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh ...sudah pakai box dan air gelas,Aman
ham,Sundae min sirup kiwi pake cochochips :*,Aman
ham,Iyaaa makanan bumbu dsb juga biar bisa dibawa dr rumah supaya irit hehehe,Aman
ham,Aku senin udah ke tempat kerja. Minggu2 depan aku gaktau bisa/ngga :(,Aman
ham,Boleh yang di depan ramen aa gpp jam 12.39 ya,Aman
ham,"Ada nama1 . Tpi gatau msh berfungsi atau engga, udh lama ga dipake sih",Aman
ham,Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb,Aman
ham,"Belum diuji, pa. Insya Allah siang hari ini mau ke kampus, dan mudah2an pa eka nya ada.",Aman
ham,"Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da",Aman
ham,Hub kita lg kalo udah dkt wktnya.,Aman
ham,Kalau pertable emg lbh rapih laporan sih mad cuman bingung kalau pertable kdgkan ada yg dipake didr bbrp table gmn tuh mad?,Aman
ham,Maaf bu kalau pesanannya bebek atau ayam ya,Aman
ham,"Selamat sore teh, ini dg nama1 lg nyari kosan perbulan. Apakah ada yg kosong teh disana? Terima kasih.",Aman
ham,sekalian liburannya ke malaysia juga wkwk,Aman
ham,22nya mad. Aku bingung bkn laporannya 😂,Aman
ham,Masih ngerasa bersalah ama kalian sebenernya,Aman
ham,"wah repot kalo asumsinya gitu, kadang ada yg ganti kelompok. biasakan setiap dokumen itu ada nama, klau saya print lalu saya periksanya offline bingung kan mau dimasukkan ke mana kalau gak ada nama satupun.",Aman
ham,Soalnya bapa mau liat database secara keseluruhan.,Aman
ham,nama1 ke pt. inti?,Aman
ham,Paspor di perpanjang bayar nya brp nuy?,Aman
ham,"bulan depan ada daging sapi, mau dibakar dmna ? d pantai atau d rumah nama1 ?",Aman
ham,"Udah di beres2in, tp lampu depannya ada yg mati kl gasalah",Aman
ham,Ayam kita menunya banyak bu...ada ayam bakar.kremes. cabe ijo. Lada hitam. Asam manis. Rica rica. Baberque. Untuk isinya nasi.ayam.lalapan.sambal. tempe tahu . air mineral gelas. Bu...maaf bu kita ada paket yang 16rb s/d 19rb. Kalau boleh tau anggaran ibu berapa ya,Aman
ham,"Kumpulnya makan daging, jadi gak usah ke resto :D",Aman
ham,Tp berapa lama lagi ya Pak?,Aman
ham,"nama1 titip pesan, jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi",Aman
ham,Asal pagi pagi ya.. Bjam 10an saya sudah ke jakarta..,Aman
ham,"Aku jg waktu itu foto tgl 17 juli, katanya selesai 29 agustus :(",Aman
ham,Sekalian aku mau nanya alur dari rawat inap ke lab sama radiologi. Kalau obat kan ga ada yang ngolah.,Aman
ham,Diagnosa mana? Di pasien_irj ga ada diagnosa,Aman
ham,Saat2 terbaik mencari pasangan tuh pas kuliah bukan sih? Apa enak ditempat kerja?,Aman
ham,"Guys, untuk groupwherenya pake github aja ya",Aman
ham,Okeyyy malem aja ya bahas apa ajanya yg dibawa,Aman
ham,Minggunya pengen ke lembang git seharian ngubek bandung :(,Aman
ham,"InsyaaAllah ikhlas mel, asa udah di bahas digrup kan, Trs yg responnya gt",Aman
ham,Min kalo ada inpo kosan perbulan share ya 😆,Aman
ham,kalo ngga besok ke kampus senin nama1 ke kampus nya,Aman
ham,Semangat!! Aku jg nanti bunganya aku titipin ya. Eh mau bunga atau makanan wid?,Aman
ham,Blm mad ntr sore td udh ktmu,Aman
ham,Udah aa aa semua sih. Makan mah sama cewek2. Lupa ih mukanya dy aku gak bisa nginget wajah hahaha,Aman
ham,Jadi kapan kita meet upnyaa nih temaan temaan?,Aman
ham,"Baik Pak, berarti nanti Kamis kami ke kantor lagi",Aman
ham,Pak kalau seporsi berapa ya ?,Aman
ham,Ada nya instagram,Aman
ham,"pesan dari nama1 : Assalamu'alaikum wr.wb. Pak, Indonesia Android Kejar bekerjasama dengan Depilkom mau mengadakan pelatihan Android level intermediate, masih ada slot 2 orang lagi, syaratnya sudah pernah membuat app android dan ngebuild menggunakan Android Studio, barang kali di kelas Bapak ada yang berminat. Nuhun.o ya pelatihannya mulai hari sabtu besok, 2 April, setiap sabtu selama 7 pertemuan, bertempat di lab praktikum kita.",Aman
ham,"Ada sih yg nikah muda tp (keliatan) bahagia, tp one of a million kayaknya kalo temen2 ku hmm",Aman
ham,"punten, ada yang punya kontaknya teh lulu 2011? nuhuun~",Aman
ham,Baru ngeh chatnya maafkan (maaf),Aman
ham,"selisihnya brp? sesuai janji saya sbelumhya, bagi yg nilainya diperbatasan saya akan cek kehadiran. Tapi kalau jauh ya gak bisa :) nanti gak ada habisnya turun terus.",Aman
ham,Hehe sudah sep ku jebol pake solder tp jd jelek 😂😂,Aman
ham,Sebenernya di nama1 gada bulanan setau aku. Cuma aku dikasih izin aja sama ibu gitu. Kalau aku lanjut aku bayar 6jt,Aman
ham,"Semau-maunya kita ama orang, gak bakal jadi kalau gak jodoh. Segeleh-gelehnya pasti bakal nikah kalopun jodoh",Aman
ham,"Assalamualaikum Bu. Saya nama1 mhsi ilkom 2012 baru dpt pembimbing skripsi. Mohon maaf bu, kalau minggu ini ada di kampus hari ap aj Bu? Terima kasih.",Aman
ham,Mandi?? Aku selesei isya mau bobo,Aman
ham,Scroll up down olshop nama1,Aman
ham,Wah iya dy?haha sabar bgt anaknya teh jd we aku yg gtau diri ngomong seenaknya :(,Aman
ham,Blm aku cek min mau apa? Kalau penting bgt nanti aku gedorin,Aman
ham,Boleh minta alamat nya kalo dari gang softball kmna gtu,Aman
ham,Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,Aman
ham,Merica jeruk nipis aku ajaa,Aman
ham,Tersrrah aja. Pagi juga nggak pa2,Aman
ham,Mgkin periksa nama id di view jg sep,Aman
ham,"bebas nama1, terus nanti kalau ada tgl libur, pajuin aja misal jadi kamis atau sabtu.",Aman
ham,Gais sekalian tanyain Pla ap aja yg diminta dr tempat pla setelah selesai selain nilai dr kampus? Ada surat2 lain ga.,Aman
ham,Lagian pasti ga boleh gera sma si kaka tp kalo dianterin aku ga enak,Aman
ham,Kalo udah ad progres besok aja jam 2an kesini..,Aman
ham,Kalo satpam tanya bilang aja ketemu saya,Aman
ham,Gara gara batman. Pdhl udh diulang,Aman
ham,"Jangan di agendain, suka ga jadi wkwkwk",Aman
ham,"Pokonya kalau ada yang mau push bilang aja usahain, bisi barengan push nya. Terus kalau push, pull dulu.",Aman
ham,"Atau gaperlu ke kampus nama1 , tolong kirimin kuncinya aja make jne cenah ip",Aman
ham,Nanti aku siaraan diil,Aman
ham,"Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin",Aman
ham,Nanti sync aja di github dekstop nya.,Aman
ham,pada ngampus jamber gais?,Aman
ham,Udh teh kata bapa bsk kekantor cuman blm dbls lg jamber.. jd blm pasti jg,Aman
ham,Temen * yg lain bisa juga ya di undang ke grup ini,Aman
ham,"Hayu boleh da gais, tp kudu disurvey dulu sama aku, bisi tiba2 ada something wkwk",Aman
ham,ok. minta yang data dummy diagnosa_pasien ya. punten. makasih,Aman
ham,"Atuhlah, aku telah meninggalkan yg nyaah, jgn gitulah gais, bisi teringat masa lalu 😢",Aman
ham,Guys numpang promosi bisi ada yg butuh.. Dijual MacBook Air Layar 11inch Ram 4gb Ssd 128gb Garansi sisa 5 bulan Dijual karena jarang di pake.. Harga PM,Aman
ham,nama1 maapin baru buka line,Aman
ham,Kalau ini gagal. Urg pindah haluan ke sana deh,Aman
ham,Oo kalau kamu misalnya lanjut brp dit?,Aman
ham,"Alhamdulillah, makasih yaaa udah meluangkan waktu 😘",Aman
ham,Eh kita brati kan makan 2 kali ya?malem ini sma bsok pagi bukan?,Aman
ham,Bisi ga enak ga bantuin beberes ato masak2nya :(,Aman
ham,Data_pasien itu no_medrec sdgkn daftar ulang itu pake no_register karna field yg akan diisi saat daftar ulang beda maka tablenya beda,Aman
ham,"Pak, indeks nilai B gabisa diturunin lagi pak? Soalnya kemaren saya liat nilai udah B, terus tiba2 turun jadi B- karena penilaiannya pake + -",Aman
ham,Besok kekantor saya tunggu jam 9 ya..,Aman
ham,"Saya blm dpt ttd nama1. Paling kalian duluan aja, saya nyusul sendiri nanti.",Aman
ham,"Saya ijin undur diri, kalau ada kepentingan mangga di japri saja. Terima kasih (middle eastern woman)",Aman
ham,"Ada mba, harganya 1,6jt/bln. Fasilitasnya air hangat, kamar mandi dalam, tv, tv kabel, wifi, meja, tempat tdr, dan lemari.",Aman
ham,Maaf bu jadi jam berapa ya kita ketemuan bu...atau bgmana baiknya,Aman
ham,"Aku mah sering ditinggal jualan, jd mau marah juga ntar alesannya ""duit kan buat km juga"", diem lgsg haha",Aman
ham,Maaf Anda tidak bisa mengaktifkan paket FLASH ini karena nomor anda tidak terdaftar,Aman
ham,Di kfc belokan setiabudi bawah pom bensin ada colokan gak sih?,Aman
ham,"nama1 aku lg ngerjain tes ngoding di upi net, kalo mo pake motornya boleh, tp motornya jauh bgt",Aman
ham,Karena saya lagi si surabaya sampai besok.. Hati kamis ke kantor gimana ?,Aman
ham,AndiPublisher.com#PO0216020925#96000#02-02-2016#BNI#Bank Mandiri,Aman
ham,Guys di bdg ada studi foto yg gini gaaak,Aman
ham,"Mau sekalian dibawain kacamata ga, nanti aku keluar jam 10",Aman
ham,Ternyata formatnya banyak berantakan dari odp ke google sheet. Saya sdg rapikan sambil buat soal. Besok subuh harap cek lagi ya.,Aman
ham,"Maaf jika ada janji yang belum terpenuhi, jika ada janji boleh mengingatkan saya.",Aman
ham,Biasanya mah stasiun teh sebelum lewatin rel nama1,Aman
ham,Kalian udh brp kali bimbingan? Ngomongin apa aja aku blm pernah,Aman
ham,Teh maaf kalau teteh sibuk gpp nanti bayar besok aja pas pengiriman,Aman
ham,Masih boleh ikutan gaaaa wkwkwkwk,Aman
ham,"Registrasi gagal. Harap masukan tanggal yang benar (01 - 31), dengan format DDMMYYYY",Aman
ham,Ada di bip yang studio fotonya gitu,Aman
ham,Kamu yah yang ngajakin mereka.,Aman
ham,"Jd misal nih ada murid sama guru, si guru ngasih ujian, nanti hasil jawaban ujian murid dibandingin sama jawaban dari guru (jawaban yg bener) trs outputnya berupa skor hasil ujian itu",Aman
ham,Aku ga ke upi sepertinya,Aman
ham,Setting telah dikirimkan ke ponsel Anda. Ikuti petunjuk yang diberikan untuk menyelesaikan setting internet dan kirim fot/MMS,Aman
ham,Masih yang dekat sungai dulu kok diil 😁,Aman
ham,Oh udah yah haha aku bingung jd gimana udh ketinggalan banyak chat,Aman
ham,"Selain itu saya punya ide untuk menggabungkan beberapa device HP sebagai sumber sensor, misal untuk deteksi longsor atau gempa ini terkait trend sekarang: iOT (internet of thing), silahkan bagi yg tertarik :)",Aman
ham,Pilihannya hemat 2 jt atau lulus oct kan nanggung,Aman
ham,Mau yang apa? Sunday atau apa? Terus rasa slainya apa?,Aman
ham,"untuk dwm soal klasifikasi, algoritma yang menjadi dasar adalah random forest dengan akurasi model kira2 0.8. Setelah menggunakan data test (data yg saya berikan kemarin di UAS untuk diprediksi), akurasi yg didapat adalah 0.75. Jika mhs mendapat akurasi 0.75 dia akan mendapat nilai maksimal (20point). Akurasi tertinggi 0.77 diperoleh oleh nama1",Aman
ham,"Bisa kurang dari 15rb ga Pak, sebelumnya kita pernah acara sama bebek komar sekitar iti 13.5rb awal tahun 2015",Aman
ham,Guys ada yg bermotor mau ngampus gak? Temenin ambil foto laaah (unbearable),Aman
ham,"Engga teh aku udh siap, mau brgkt ini. Aku td line teteh",Aman
ham,"cari yang seken, murah meriah kualiatasnya masih bagus kok",Aman
ham,Maafin ya guys gak hari ini huhuhu,Aman
ham,Teh jadi mau ketemuan,Aman
ham,"gatau tadi bapa nya keburu jumatan , pokonya suruh ngumpul dlu gt katanya",Aman
ham,Gpp kali beda beda sep,Aman
ham,Oiya ya nama1 ih knapa bsa begitu?sayang bgt tabungannya :(,Aman
ham,Cape sih tp da susah euy kalo udah pikiran gtu teh,Aman
ham,"Terus kalau ada yang nanya, kita masuknya suka pagi sampai siang kadang juga siang sampai sore. Gimana dari sananha.",Aman
ham,"Malem aja lah, jam 5 nanggung banget mw maghrib haha",Aman
ham,"Eh di kosan nama1 maksudnya, buat temen nama1 , buat september",Aman
ham,Ada belakang warkop deket indomaret gerum 500/bulan,Aman
ham,Gaaais dlm semenit aja aku jd nasabah btpn wkwk,Aman
ham,Jadi kitanya harus cari kesibukan jg ya? Biar ga mikirin cowo melulu,Aman
ham,bisa turun juga. Mencegah ikut remedial tapi tanpa persiapan dan asal-asalan menjawab.,Aman
ham,"Kalem, saya diantapani lagi ujian sama intan. Hher",Aman
ham,No bri atas nama kamu mana,Aman
ham,"Kan bapaknya ngomong2 ya, trs ditanya siapa itu, aku blg lg rame ma sibuk dikampus nanti yaa",Aman
ham,Engga tau sep ntr di kosan aku cek sepertinya tidak ada semalam aku liat,Aman
ham,"Jadi males banget PLA, asa ga pernah beres. Wkwk. Padahal dari pa rawosi ga bermasalah.",Aman
ham,"boleh install sendiri, nanti juga saya bawa installernya.",Aman
